Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 4, 2018;8:00 AM;9:00 AM;4,490;7,911;603.25;1,563.5;11,235.5;163.5;6,531.75;16,312.75;9,850.25;2,522.75;4,584.5;1,662.25
Jun 4, 2018;9:00 AM;10:00 AM;4,462.5;7,280.75;650.25;1,679.5;16,741;162.75;6,465;16,317.25;9,861.5;2,709.5;3,295;1,682.25
Jun 4, 2018;10:00 AM;11:00 AM;4,470.25;7,463.5;627.75;1,900;20,806;162;6,326.5;16,423.5;9,632;2,790.25;2,228.25;1,695.75
Jun 4, 2018;11:00 AM;12:00 PM;4,583.75;7,367.75;692.5;2,280.75;22,774.75;161.25;6,489.5;16,373.25;9,421.25;2,741;2,372.5;1,688
Jun 4, 2018;12:00 PM;1:00 PM;4,661.75;7,137.75;813.25;2,585.5;23,618.5;161;6,476.75;15,976;9,402;2,906.5;1,342;1,690
Jun 4, 2018;1:00 PM;2:00 PM;4,715.25;7,016;972.75;2,561.25;23,601.75;161;6,470.75;15,750;9,376.25;3,186;2,233.75;1,690.25
Jun 4, 2018;2:00 PM;3:00 PM;4,697.75;6,919.25;1,106.25;2,803.25;23,035.75;161;6,468.5;15,843.25;9,434;2,955.75;1,889;1,696.75
Jun 4, 2018;3:00 PM;4:00 PM;4,719.25;7,110.75;1,179;3,391.25;21,402.75;160;6,464.5;15,867.25;9,471.5;2,621;1,013.5;1,653.5
Jun 4, 2018;4:00 PM;5:00 PM;4,730;7,178;1,235.5;4,235.25;18,249.25;160;6,465.25;15,871.75;9,525.25;2,589;1,404.75;1,647
Jun 4, 2018;5:00 PM;6:00 PM;4,770.5;7,357;1,251;4,954.5;13,654;160;6,461.25;16,273.75;9,525;2,416.5;1,133.25;1,662.75
Jun 4, 2018;6:00 PM;7:00 PM;4,789;7,636.5;1,312;5,851.75;8,266.25;160.75;6,458.5;16,501;9,691.5;1,919.5;2,666;1,653.5
Jun 4, 2018;7:00 PM;8:00 PM;4,806.5;7,599.5;1,457;6,480.5;3,717.75;161;6,457.75;16,347.75;9,807.5;1,912.5;3,404;1,655.25
Jun 4, 2018;8:00 PM;9:00 PM;4,799;7,613.25;1,659;6,340.5;1,058;161.5;6,460.5;15,683.75;9,807.5;1,924;4,498.5;1,659.75
Jun 4, 2018;9:00 PM;10:00 PM;4,791.5;7,609.25;1,792;6,356;48;162.25;6,460.25;15,529;9,707.25;1,961.5;3,627;1,667
Jun 4, 2018;10:00 PM;11:00 PM;4,737.75;7,602;1,791.5;6,362.75;0;163.25;6,460.25;15,494.5;9,392;1,555.75;3,086;1,637
Jun 4, 2018;11:00 PM;12:00 AM;4,722.75;7,299.75;1,724;6,627;0;164;6,476.75;15,330.75;9,125.5;1,361.5;1,897.75;1,607.75
Jun 5, 2018;12:00 AM;1:00 AM;4,698.5;6,959.25;1,532;6,679.25;0;164;6,491.5;15,297.75;8,360.75;1,324.25;989.5;1,710.75
Jun 5, 2018;1:00 AM;2:00 AM;4,676;6,908.75;1,342.75;6,563.75;0;164.75;6,499;15,326.25;7,796.5;1,348.25;230.75;1,756.25
Jun 5, 2018;2:00 AM;3:00 AM;4,689.5;6,824.25;1,181.75;6,095.5;0;165;6,503.75;15,316.5;7,271.25;1,372.25;33.25;1,676
Jun 5, 2018;3:00 AM;4:00 AM;4,696;6,763.75;1,081.75;5,377.5;0;165;6,506.5;15,323.75;6,974;1,503.25;54.75;1,712.75
Jun 5, 2018;4:00 AM;5:00 AM;4,698.75;6,844.25;969.25;4,820.5;1.5;165;6,518.25;15,310;6,947.25;1,640;127.25;1,666
Jun 5, 2018;5:00 AM;6:00 AM;4,695.75;6,935.5;939;4,216;279;165;6,524.25;15,323;7,999.75;1,808;265.75;1,647.5
Jun 5, 2018;6:00 AM;7:00 AM;4,744.75;7,425.75;899.75;3,399.25;1,749.75;164.5;6,533.5;15,397.75;9,091;2,383;1,566.5;1,686
Jun 5, 2018;7:00 AM;8:00 AM;4,830.25;7,790.5;758.5;2,444.25;4,600.5;164;6,541;15,369.25;9,487.5;3,085;4,978.75;1,700.75
Jun 5, 2018;8:00 AM;9:00 AM;4,833.25;7,768;582.25;1,696;8,248.75;163;6,536.25;15,347;9,667.5;3,860;5,080.5;1,959.25
Jun 5, 2018;9:00 AM;10:00 AM;4,825.5;7,682.25;353.25;1,188.5;12,669.5;162.5;6,524.5;15,341.5;9,968.25;3,991.5;4,371;2,153
Jun 5, 2018;10:00 AM;11:00 AM;4,800.75;7,603;234;913.25;16,518.5;159.75;6,520.5;15,411;10,065.5;3,938.75;2,458.25;1,874.25
Jun 5, 2018;11:00 AM;12:00 PM;4,797;7,511.75;260;818;19,536.75;159.25;6,510.5;15,362.25;10,062.25;3,900.75;1,342.75;1,716.25
Jun 5, 2018;12:00 PM;1:00 PM;4,784.75;7,429.25;219.25;979;21,931.5;161;6,503.25;14,523.5;10,019.5;3,892.25;1,507.5;1,730.25
Jun 5, 2018;1:00 PM;2:00 PM;4,766.5;7,258.25;178.25;1,187.25;23,354;161;6,495.25;14,413;9,954.75;3,837.5;922.25;1,714.75
Jun 5, 2018;2:00 PM;3:00 PM;4,734.25;7,255.5;145.25;1,649;23,866.75;161;6,491.25;14,427.75;9,920.25;3,931.25;450;1,718.75
Jun 5, 2018;3:00 PM;4:00 PM;4,736.25;7,269.5;101.75;2,016.25;22,570.75;161;6,489.75;14,525.75;9,928.5;3,979.75;351.75;1,666.25
Jun 5, 2018;4:00 PM;5:00 PM;4,734.5;7,247.25;90.75;2,675.5;19,694;161;6,489.25;14,523;9,951.25;3,832;439.5;1,680.25
Jun 5, 2018;5:00 PM;6:00 PM;4,760;7,547.75;66.75;3,263;14,967.75;161;6,485.5;15,325.5;10,140.5;3,416;637.5;1,664.75
Jun 5, 2018;6:00 PM;7:00 PM;4,801;7,755;59;3,502.5;9,181.25;161;6,486.5;15,376.75;10,299;3,469.5;2,086.5;1,709
Jun 5, 2018;7:00 PM;8:00 PM;4,803;7,763.75;64.5;3,994.5;4,098.75;161;6,478.5;15,385;10,320.5;3,153.75;4,114.5;1,730.25
Jun 5, 2018;8:00 PM;9:00 PM;4,544.75;7,822.5;65.25;4,498.25;1,209.25;161.5;6,477.25;15,354;10,278.5;2,918.5;4,778.75;1,722.25
Jun 5, 2018;9:00 PM;10:00 PM;4,493.5;7,631.5;55.5;5,569;68;162.75;6,477.75;15,152;10,203.25;2,652;3,415.5;1,742.25
Jun 5, 2018;10:00 PM;11:00 PM;4,472.75;7,330.5;90;7,046.75;0;163.75;6,480.75;14,800;10,005.5;2,394;2,001.25;1,766.25
Jun 5, 2018;11:00 PM;12:00 AM;4,464;7,125.25;138.5;8,385;0;164;6,492.5;14,450.25;9,175.75;1,534;887.75;1,733.75
Jun 6, 2018;12:00 AM;1:00 AM;4,435;6,719.5;211.75;9,364.25;0;165;6,492.75;14,427;8,928.25;3,453;319.75;1,716
Jun 6, 2018;1:00 AM;2:00 AM;4,418.25;6,736.75;291.5;10,150.25;0;164.75;6,503.75;14,535.25;7,759.25;3,009.75;99.5;1,816.75
Jun 6, 2018;2:00 AM;3:00 AM;4,437.25;6,764.5;332;10,719.75;0;165;6,509.25;14,724.75;6,463.75;2,898.5;58.75;1,876.5
Jun 6, 2018;3:00 AM;4:00 AM;4,435.25;6,616.75;434.5;11,127.25;0;165;6,509.75;14,698;5,681.75;3,109;18.25;1,916.25
Jun 6, 2018;4:00 AM;5:00 AM;4,433;6,589.25;555.75;11,289.75;2.25;166;6,517.5;14,497.75;5,306.25;3,227;21.5;1,908.5
Jun 6, 2018;5:00 AM;6:00 AM;4,451.5;6,540.75;669;11,455.5;337.75;166;6,518.75;14,742.25;6,555.25;3,478.75;11;1,868.5
Jun 6, 2018;6:00 AM;7:00 AM;4,498;6,835;811.25;10,275.75;2,281.25;165.25;6,535.5;15,114.75;9,040.75;4,923.5;503.25;1,793
Jun 6, 2018;7:00 AM;8:00 AM;4,525;7,263.25;808.5;7,271.5;6,715.5;164.25;6,531.25;15,135.25;11,081;5,665.25;2,036.25;1,734.25
Jun 6, 2018;8:00 AM;9:00 AM;4,519.25;7,450;664.75;5,354.25;12,773;163.25;6,527.25;15,220.75;11,589.5;5,927.5;2,518.75;1,736.75
Jun 6, 2018;9:00 AM;10:00 AM;4,503.75;7,283.25;636.75;4,307.75;19,020;162.75;6,510;15,143.75;11,405.75;5,932.25;1,090.25;1,727
Jun 6, 2018;10:00 AM;11:00 AM;4,496.25;7,203.5;535.25;4,390.75;23,786.75;162;6,497;14,897.75;10,826.5;5,931.5;579.75;1,725
Jun 6, 2018;11:00 AM;12:00 PM;4,501.5;7,136.25;496.75;5,015.25;26,921.75;161.5;6,471.75;14,629;10,239;5,980.75;1,202.25;1,767
Jun 6, 2018;12:00 PM;1:00 PM;4,463.5;6,904.25;585.25;6,108;28,326;161;6,469;14,839.75;9,806.25;5,911.5;497.75;1,734
Jun 6, 2018;1:00 PM;2:00 PM;4,434;7,057;649.5;6,704.25;27,559.5;160.5;6,375;14,957;9,156.5;5,802;712.75;1,768.5
Jun 6, 2018;2:00 PM;3:00 PM;4,422.25;7,234.75;716.25;6,744.25;25,744.75;160;6,033.25;14,682.25;9,522.5;6,042;1,486.75;1,760
Jun 6, 2018;3:00 PM;4:00 PM;4,417.25;7,014.75;688.25;6,650.5;22,752.5;161;6,065.5;14,147.25;10,260;5,910.25;1,339;1,755
Jun 6, 2018;4:00 PM;5:00 PM;4,425.5;7,103.25;772.75;6,786;18,441.25;161.75;6,220.5;14,673.25;10,920.25;5,853.75;865.25;1,718.75
Jun 6, 2018;5:00 PM;6:00 PM;4,423.25;7,391;807.75;6,592.75;13,171.75;163.75;6,369.25;14,880.25;11,532;5,531;2,064;1,768.25
Jun 6, 2018;6:00 PM;7:00 PM;4,471.5;7,666.25;800.5;6,692.75;7,710.75;161.75;6,451.75;15,201.75;11,989.5;5,583.25;2,895.5;1,789
Jun 6, 2018;7:00 PM;8:00 PM;4,461.25;7,464.25;988.5;7,400.5;3,453;164;6,452.5;15,644;12,082.25;5,339.25;3,200.75;1,783
Jun 6, 2018;8:00 PM;9:00 PM;4,474.5;7,607;1,488.75;8,153.75;1,066.75;164;6,462;16,065.25;12,054.75;5,079;1,535;1,780
Jun 6, 2018;9:00 PM;10:00 PM;4,472;7,293.25;1,686.75;10,084.75;72;164;6,464;16,285.5;11,777.5;4,646.5;895;1,791.75
Jun 6, 2018;10:00 PM;11:00 PM;4,445;7,187;2,031.75;12,185.25;0;164;6,469.5;16,551.75;10,352.75;4,077.75;572.5;1,784.25
Jun 6, 2018;11:00 PM;12:00 AM;4,450.75;6,920.75;2,513.5;13,098.5;0;164;6,474;16,695;8,131;3,263.5;361.25;1,785.5
Jun 7, 2018;12:00 AM;1:00 AM;4,415.75;7,062.75;2,548;12,466.25;0;165;6,490.25;16,716.25;5,980.25;1,340.25;346.75;1,685.75
Jun 7, 2018;1:00 AM;2:00 AM;4,392.5;6,967.75;2,216.75;11,805.75;0;165;6,494.5;16,786.25;6,500;2,659;427.5;1,921.75
Jun 7, 2018;2:00 AM;3:00 AM;4,421.5;6,797;1,770.75;11,410.25;0;165;6,504.25;16,798;6,355.25;2,677;50.75;1,976.75
Jun 7, 2018;3:00 AM;4:00 AM;4,440;6,707;1,475.25;10,856;0;165;6,492;16,794.75;6,219.5;2,685.75;36.5;2,018.5
Jun 7, 2018;4:00 AM;5:00 AM;4,437;6,694.25;1,190.75;9,912;2.5;165;6,502.75;16,762.25;6,534.75;2,740.5;42.75;2,031.25
Jun 7, 2018;5:00 AM;6:00 AM;4,437.5;6,711.5;926.5;8,840;334.75;165;6,509;16,809.75;8,445.75;3,270;120.75;1,919
Jun 7, 2018;6:00 AM;7:00 AM;4,477.5;7,072.75;732;7,590;2,160.5;165;6,504;16,787.25;10,464.75;4,936;1,235.25;1,832.5
Jun 7, 2018;7:00 AM;8:00 AM;4,564;7,825.25;650.25;4,664.5;5,890.5;163.75;6,519;16,829.5;11,633;5,513;2,792;1,819
Jun 7, 2018;8:00 AM;9:00 AM;4,581;7,994.5;573.75;2,703.5;10,922.5;163;6,514.75;16,807.5;12,015.25;5,860.75;3,741.25;1,835.5
Jun 7, 2018;9:00 AM;10:00 AM;4,542.75;7,591.75;577.75;2,424.25;16,255.75;163;6,511.5;16,774.75;12,096.75;6,083.75;1,485;1,827.25
Jun 7, 2018;10:00 AM;11:00 AM;4,522.25;7,290.25;471.5;2,967;20,282;163;6,500;16,823.5;11,857.5;6,279.75;1,207.5;1,854
Jun 7, 2018;11:00 AM;12:00 PM;4,503;7,055;518.75;3,675;23,003;162;6,489.75;16,659.5;11,722;6,327.5;1,329.5;1,885
Jun 7, 2018;12:00 PM;1:00 PM;4,476.5;7,013.25;504.25;3,645.25;24,699.75;162;6,479.25;16,650.75;11,343.5;6,487.75;848.5;1,872
Jun 7, 2018;1:00 PM;2:00 PM;4,440.5;7,074.25;475.25;3,217;24,539;162;6,470.75;16,636.25;11,205;6,487;1,132.25;1,867.75
Jun 7, 2018;2:00 PM;3:00 PM;4,410.5;7,149;397;2,737.5;23,043.5;162;6,469.25;16,569.5;11,415.25;6,425.5;1,277.5;1,833.75
Jun 7, 2018;3:00 PM;4:00 PM;4,423;7,287.75;288.25;2,239.5;20,190.5;162;6,461.75;16,539;11,614.75;6,406.75;1,455.5;1,810
Jun 7, 2018;4:00 PM;5:00 PM;4,372;7,524.75;232.25;2,055.5;15,846.75;162;6,459;16,591.25;11,945.5;6,404.25;1,826;1,794
Jun 7, 2018;5:00 PM;6:00 PM;4,372.5;7,799.5;213;2,070.25;10,817.25;162;6,458.75;16,645.5;12,247.25;6,330.25;2,087.5;1,789.25
Jun 7, 2018;6:00 PM;7:00 PM;4,404.5;8,057.5;200.5;2,376;6,254.75;163.25;6,468.5;16,624.25;12,519.5;5,763.25;4,133.25;1,787.25
Jun 7, 2018;7:00 PM;8:00 PM;4,402.25;8,121.5;234;2,885.25;2,872.25;164;6,469.5;16,683;12,602.5;5,946.75;6,148.5;1,823.5
Jun 7, 2018;8:00 PM;9:00 PM;4,416.25;7,953.5;271.25;3,918.75;822;164;6,474.5;16,727;12,509;5,892.5;4,098.5;1,789.25
Jun 7, 2018;9:00 PM;10:00 PM;4,418.75;7,780;301.25;5,236.75;51.5;164;6,480.75;16,747;12,434.25;6,017.5;2,536.5;1,780.75
Jun 7, 2018;10:00 PM;11:00 PM;4,462.25;7,518;329.75;6,638;0;164;6,478.25;16,736.5;12,200.25;5,542.75;1,915;1,793.25
Jun 7, 2018;11:00 PM;12:00 AM;4,612.25;7,047;399;7,288.5;0;164.25;6,490.25;16,711.5;11,350.5;4,996;431;1,794.75
Jun 8, 2018;12:00 AM;1:00 AM;4,740.5;6,993.75;300.75;6,896.75;0;165;6,498.5;16,767;10,172.5;3,992.75;368.5;1,589.75
Jun 8, 2018;1:00 AM;2:00 AM;4,729.75;7,147.75;219.5;5,665;0;165;6,505;16,733.75;9,728.75;3,856.5;698;1,630.5
Jun 8, 2018;2:00 AM;3:00 AM;4,755;7,123.5;174.75;4,345.75;0;165;6,516;16,742.5;9,457.75;3,950;409.75;1,753.5
Jun 8, 2018;3:00 AM;4:00 AM;4,740.5;6,973.5;158;3,578.25;0;165;6,520.75;16,730.75;9,363.25;3,971.75;309.5;1,717.75
Jun 8, 2018;4:00 AM;5:00 AM;4,733.5;6,897.75;161.5;3,016.75;2.5;165;6,523;16,761.75;9,578;3,981.5;113.25;1,657.25
Jun 8, 2018;5:00 AM;6:00 AM;4,748.5;6,905;149.25;2,673.25;328;165;6,521.25;16,764.75;10,571;4,159.75;314;1,613
Jun 8, 2018;6:00 AM;7:00 AM;4,784.5;7,457.5;174.5;2,402;2,062.75;164.75;6,524.25;16,800.75;12,111;5,406;1,575.25;1,606
Jun 8, 2018;7:00 AM;8:00 AM;4,841.25;8,102.75;142;1,612.25;5,536.5;164;6,525.5;16,779.75;12,653.75;5,870.5;3,780.5;1,624.25
Jun 8, 2018;8:00 AM;9:00 AM;4,873.5;8,306.5;124;850.5;9,998.25;163.75;6,525.5;16,745.25;12,702.25;6,001.5;4,922.75;1,604
Jun 8, 2018;9:00 AM;10:00 AM;4,854.25;8,132.75;82;713.25;15,388;163;6,509;16,755.25;12,700.25;5,968.75;3,348;1,593.5
Jun 8, 2018;10:00 AM;11:00 AM;4,813;7,583;71;901.75;19,819;162.25;6,503.75;16,814;12,518.5;5,919;1,818.25;1,587.25
Jun 8, 2018;11:00 AM;12:00 PM;4,775;7,771.25;56.25;1,149.75;22,429.5;162;6,493;16,795.75;12,384.75;5,986.5;1,523;1,587
Jun 8, 2018;12:00 PM;1:00 PM;4,747.5;7,465.5;53.5;1,283;23,576.75;161.25;6,476.25;16,792.75;12,255;5,912;1,095.25;1,600.75
Jun 8, 2018;1:00 PM;2:00 PM;4,726.5;7,149.25;63.25;1,487.5;23,790;161;6,473;16,798;11,948.5;5,829.75;550.5;1,621.25
Jun 8, 2018;2:00 PM;3:00 PM;4,706;7,144.25;80.25;1,785.75;22,479.25;161;6,468.25;16,755;11,706.5;5,700.5;528;1,629.75
Jun 8, 2018;3:00 PM;4:00 PM;4,684.5;7,433.25;129;2,442.25;19,507.5;160.5;6,471.5;16,745.25;11,666.75;5,562.5;1,253.25;1,569.5
Jun 8, 2018;4:00 PM;5:00 PM;4,674.25;7,657.25;200;3,287.75;15,535.5;161.25;6,458;16,824.5;11,666.5;5,682.75;837.25;1,616.5
Jun 8, 2018;5:00 PM;6:00 PM;4,698;7,802.25;340.75;3,719.75;11,113.5;162.25;6,458.5;16,787.25;11,678;5,824.75;937.75;1,609.25
Jun 8, 2018;6:00 PM;7:00 PM;4,751.75;7,849.5;459;4,475.75;6,725.75;163;6,455.25;16,790;11,838.5;5,958.75;2,895.75;1,468.75
Jun 8, 2018;7:00 PM;8:00 PM;4,761.5;7,622;571.5;5,161.25;3,223.5;162.75;6,465;16,908.75;11,570.75;6,103;3,055.25;1,443
Jun 8, 2018;8:00 PM;9:00 PM;4,747;7,637;611.25;5,370;1,008.5;163;6,470.5;16,980.25;11,120.5;5,913.5;1,867.5;1,449
Jun 8, 2018;9:00 PM;10:00 PM;4,760.75;7,515.25;615.5;6,368.25;61.5;163;6,481;16,977.25;10,694.5;5,217.5;698;1,484.25
Jun 8, 2018;10:00 PM;11:00 PM;4,730.25;7,300.25;589.25;7,829;0;163.75;6,486.5;16,910.5;10,160.75;4,312.75;770;1,460.25
Jun 8, 2018;11:00 PM;12:00 AM;4,726.75;7,102.25;609.5;7,973.75;0;164;6,494.5;16,708.75;8,922;3,231.5;427.75;1,491
Jun 9, 2018;12:00 AM;1:00 AM;4,729.75;6,948.5;498.5;7,668.25;0;164;6,496.75;16,415.5;6,990;2,957.25;402;1,622.5
Jun 9, 2018;1:00 AM;2:00 AM;4,705;6,918.5;374.25;7,298.5;0;164;6,500.75;16,301.25;5,657.25;2,798.5;146.5;1,673.25
Jun 9, 2018;2:00 AM;3:00 AM;4,720.75;6,810.5;336.5;6,155.5;0;164;6,501.5;15,954.5;5,270;2,680.25;134;1,663.5
Jun 9, 2018;3:00 AM;4:00 AM;4,722.75;7,027.25;396.75;4,839.25;0;164;6,507.25;15,766;4,444.75;2,694.5;72.25;1,690.75
Jun 9, 2018;4:00 AM;5:00 AM;4,724.75;6,985.5;556.75;4,008;2.75;164;6,524.25;15,791;4,343.75;2,853.75;67;1,660
Jun 9, 2018;5:00 AM;6:00 AM;4,737.5;6,919;825.5;3,514.75;324.25;164;6,533.5;15,844;4,312.5;2,918;34.75;1,651.5
Jun 9, 2018;6:00 AM;7:00 AM;4,772.25;6,905;972.5;2,931.25;2,084.5;164;6,533;15,869;4,879.75;2,983;169.25;1,676.25
Jun 9, 2018;7:00 AM;8:00 AM;4,823.75;7,375.75;921.5;2,061.5;5,623;163.5;6,533.5;16,051.25;6,242;3,275;626.25;1,663.75
Jun 9, 2018;8:00 AM;9:00 AM;4,871.5;7,597.5;673.5;1,138;9,988.5;163;6,526.25;16,051.75;6,781.25;3,399.25;2,295.5;1,650.25
Jun 9, 2018;9:00 AM;10:00 AM;4,870.5;7,899;588.25;734.75;14,736.75;162.25;6,514.75;15,922.5;7,118.75;3,485.25;2,727;1,471.75
Jun 9, 2018;10:00 AM;11:00 AM;4,823.25;7,437.25;528.25;709.75;18,823.5;162;6,504.75;15,915.5;7,076.25;3,305.25;1,264.5;1,464.75
Jun 9, 2018;11:00 AM;12:00 PM;4,792;7,044.5;461;1,008.5;22,277.25;162;6,492.5;15,917.25;6,604.75;3,265.5;825;1,475.5
Jun 9, 2018;12:00 PM;1:00 PM;4,720;6,935;390;1,442.5;24,091.5;161.75;6,483.5;16,046.75;6,015.25;3,221.75;471;1,471
Jun 9, 2018;1:00 PM;2:00 PM;4,701.75;6,827.75;333.25;1,813.5;23,611.25;161;6,471.25;16,250.5;5,344.5;3,146.75;37.75;1,458.25
Jun 9, 2018;2:00 PM;3:00 PM;4,665.25;6,994.75;303.25;2,059.5;21,644.5;161;6,469.25;16,314.5;5,035.5;3,073.5;274.25;1,467
Jun 9, 2018;3:00 PM;4:00 PM;4,651;7,174;418.75;2,381.5;18,430.75;161;6,468.75;16,314.25;5,845.5;2,994.75;497.75;1,470.25
Jun 9, 2018;4:00 PM;5:00 PM;4,663.25;7,438;512.5;2,785.75;14,258.75;161;6,467;16,335.5;6,412.5;3,072.75;986.25;1,468
Jun 9, 2018;5:00 PM;6:00 PM;4,696.5;7,411.75;549.5;3,438;10,068.75;161.75;6,465;16,031.5;7,111.75;3,437.75;2,067.5;1,459.75
Jun 9, 2018;6:00 PM;7:00 PM;4,705.5;7,428.5;651;4,353.75;6,166.75;161.25;6,464.75;16,061;7,427;3,611.5;2,256.5;1,459
Jun 9, 2018;7:00 PM;8:00 PM;4,714.5;7,823.5;710.75;4,272.25;3,092.75;162;6,466.75;16,091.5;7,687.75;3,625;3,335.75;1,459.5
Jun 9, 2018;8:00 PM;9:00 PM;4,709.5;7,920.5;675.5;4,378.25;1,000;162.25;6,471.5;16,006.5;7,703.75;3,642.25;3,537.5;1,474.75
Jun 9, 2018;9:00 PM;10:00 PM;4,722.25;7,759.5;659;4,732.5;79.75;161.75;6,474.25;15,714;7,618.25;3,624;2,039.25;1,467.75
Jun 9, 2018;10:00 PM;11:00 PM;4,734.25;7,775.25;602.25;4,671;0;161.75;6,487.75;15,244.25;7,541.75;3,464;2,784.25;1,451
Jun 9, 2018;11:00 PM;12:00 AM;4,756.75;7,723;586.5;3,606;0;162;6,500.5;14,662.5;7,241.75;3,336.75;2,280.75;1,457.5
Jun 10, 2018;12:00 AM;1:00 AM;4,740.75;7,192;611.75;2,900;0;162;6,504.5;14,544.25;5,848.25;3,191.5;738.5;1,600.25
Jun 10, 2018;1:00 AM;2:00 AM;4,748;7,020;761;2,177.75;0;162;6,506.25;14,526.25;4,989.75;2,680;487;1,612.25
Jun 10, 2018;2:00 AM;3:00 AM;4,770.25;6,812.25;861.75;2,028;0;163;6,509.5;14,544.5;4,571;2,626.5;406.5;1,578.5
Jun 10, 2018;3:00 AM;4:00 AM;4,763;6,624.5;874.25;2,263;0;163;6,512.5;14,536;3,994.75;2,659.5;329.75;1,562.25
Jun 10, 2018;4:00 AM;5:00 AM;4,763.5;6,663.25;975.5;2,306.5;2.5;163;6,512.25;14,519;3,196.5;2,648;230;1,546
Jun 10, 2018;5:00 AM;6:00 AM;4,752;6,578;1,045.25;2,369;298.25;163;6,465.75;14,371.5;3,174.5;2,577;52.5;1,585
Jun 10, 2018;6:00 AM;7:00 AM;4,749.5;6,456.75;1,001.5;2,560.75;1,771.5;163;6,360.5;14,295;2,784.5;2,615;71;1,606.25
Jun 10, 2018;7:00 AM;8:00 AM;4,779.75;6,956.75;985.5;2,146.75;4,677;162;6,507.5;14,271.75;2,904.25;2,619.5;149.75;1,616.75
Jun 10, 2018;8:00 AM;9:00 AM;4,800.5;6,811;818.5;1,728;8,727;162;6,505.5;14,366.5;3,144.25;2,657;197.25;1,640.5
Jun 10, 2018;9:00 AM;10:00 AM;4,779.75;6,827;772.75;1,625.75;13,146.75;161;6,487.25;14,465.5;3,334.75;2,673.75;189.75;1,648.75
Jun 10, 2018;10:00 AM;11:00 AM;4,798.75;6,800.25;840;1,776.25;17,114.75;161;6,499.5;14,554.5;2,605;2,641.5;27.5;1,601.75
Jun 10, 2018;11:00 AM;12:00 PM;4,792.5;6,862.75;737;1,902;19,767.5;160.25;6,490.25;14,473.5;2,529.75;2,588.75;114.75;1,584.5
Jun 10, 2018;12:00 PM;1:00 PM;4,757.25;6,720.75;595.25;1,707.75;20,975;160;6,484;14,439.5;2,686.25;2,587.25;595.5;1,614.25
Jun 10, 2018;1:00 PM;2:00 PM;4,752.5;6,571.25;459.75;2,121.5;20,494;160;6,483.5;14,385.75;2,968.5;2,602;253.25;1,631.75
Jun 10, 2018;2:00 PM;3:00 PM;4,752.5;6,344;500.25;3,473.25;19,519.5;160;6,398.75;14,535.25;2,818.75;2,598.5;47;1,600
Jun 10, 2018;3:00 PM;4:00 PM;4,760.75;6,284.75;747;4,849.25;17,759.25;160;6,394;14,639.25;2,857.75;2,604;15.75;1,595.25
Jun 10, 2018;4:00 PM;5:00 PM;4,770.75;6,310;1,138.25;6,056.75;15,084;160;6,319.5;14,454;2,816.75;2,608.5;32.75;1,611.5
Jun 10, 2018;5:00 PM;6:00 PM;4,771;6,760.25;1,433.5;7,363.75;11,405.25;160;6,407.5;14,754;3,048.25;2,658.5;206.75;1,643.75
Jun 10, 2018;6:00 PM;7:00 PM;4,797;7,348;1,529.5;6,823.5;6,840.75;160;6,469;15,349.75;5,288.5;2,809.25;1,570.5;1,594.25
Jun 10, 2018;7:00 PM;8:00 PM;4,794.75;7,522;1,690.25;5,752.25;3,464.5;160;6,463;15,389.75;6,605.75;2,845.25;1,854.5;1,602.25
Jun 10, 2018;8:00 PM;9:00 PM;4,801.5;7,779.75;1,675;4,574.25;1,067.75;160.5;6,460.75;15,322.25;6,942.25;2,928.5;3,747.5;1,578.5
Jun 10, 2018;9:00 PM;10:00 PM;4,808.5;7,957.5;1,593;3,748.25;65;161;6,464;15,341.75;7,091.75;2,998;3,468.75;1,627.75
Jun 10, 2018;10:00 PM;11:00 PM;4,774;7,749.75;1,418.75;3,846.75;0;161.75;6,480.5;15,820.25;7,097.5;2,965;3,461.25;1,639
Jun 10, 2018;11:00 PM;12:00 AM;4,634.75;7,320;1,241;4,870.25;0;162;6,481.25;16,106.5;6,544.25;2,958.25;1,446;1,647.75
Jun 11, 2018;12:00 AM;1:00 AM;4,629;6,684.75;1,379.25;5,653.75;0;162;6,474;15,800.25;5,089.5;2,740.5;161.25;1,600
Jun 11, 2018;1:00 AM;2:00 AM;4,648.5;6,757.5;1,670.25;5,690.5;0;162;6,492;14,900.75;3,995.75;2,681;142.25;1,681
Jun 11, 2018;2:00 AM;3:00 AM;4,678.5;6,688.5;1,822.5;5,586.5;0;162;6,500;14,617;3,825.5;2,702.25;2;1,681.75
Jun 11, 2018;3:00 AM;4:00 AM;4,697.25;6,593.25;1,777;5,857.5;0;162;6,500.25;14,805.5;4,137.75;2,747.75;2;1,707.5
Jun 11, 2018;4:00 AM;5:00 AM;4,711.75;6,519;2,001.75;5,628.25;2;163;6,510.75;14,704.75;4,177.25;2,919.75;37.75;1,761
